Date,caf_total_portions_prepared,caf_total_portions_sold,caf_total_waste_portions,caf_avg_waste_pct,caf_total_revenue_ugx,caf_total_ingredient_cost_ugx,caf_total_waste_cost_ugx,caf_total_gross_profit_ugx,caf_posho_flour_kg,caf_beans_kg,caf_cooking_oil_l,caf_matooke_kg,caf_groundnuts_kg,caf_rice_kg,caf_chicken_kg,caf_offal_kg,caf_onions_kg,caf_irish_potatoes_kg,caf_eggs_units,caf_wheat_flour_kg,caf_cabbage_kg,caf_tomatoes_kg,caf_meals_offered,kiosk_total_transactions,kiosk_total_revenue_ugx,kiosk_avg_transaction_ugx,kiosk_items_sold,kiosk_cash_pct,kiosk_momo_pct,kiosk_airtel_pct,kiosk_discounted_txns,kiosk_peak_hour,kiosk_near_lecture_sales,kiosk_sold_biscuits_packet,kiosk_sold_chapati,kiosk_sold_groundnuts_packet,kiosk_sold_juice_splash,kiosk_sold_mandazi_2_pcs,kiosk_sold_rolex,kiosk_sold_samosa_2_pcs,kiosk_sold_soda,kiosk_sold_water_bottle,kiosk_rev_africa_hall_kiosk,kiosk_rev_education_block_kiosk,kiosk_rev_engineering_block_kiosk,kiosk_rev_freedom_square_kiosk,kiosk_rev_main_gate_kiosk,kiosk_rev_mitchell_hall_kiosk,kiosk_rev_senate_building_kiosk,Day_of_Week,Academic_Period,Is_Weekend,caf_rolex_portions,kiosk_rolex_units,total_campus_revenue_ugx,campus_gross_margin_pct,total_portions_served,revenue_per_portion_ugx,waste_cost_pct_of_revenue,ingredient_cost_ratio,kiosk_revenue_share_pct,demand_fulfilment_rate_pct,procurement_efficiency,total_rolex_demand,rolex_egg_demand_units,rolex_wheat_flour_demand_kg,demand_vs_avg_pct
2024-03-18,1624,1362,262,16.083333333333332,5019000.0,2810590.0,460650.0,2208410.0,88.2,52.9,40.8,186.5,30.1,40.6,36.5,28.3,9.5,72.8,682,44.4,18.5,14.8,6,567,690250.0,1217.3721340388006,567,57.3,29.1,13.6,63,12,80,26,64,58,51,75,95,125,48,25,99750.0,83500.0,105500.0,107000.0,101750.0,81500.0,111250.0,Monday,Sem1_Teaching,False,289,95.0,5709250.0,38.68,1929,2960.0,8.07,56.0,12.09,83.87,83.87,384.0,384,19.2,22.8
2024-03-19,1652,1500,152,9.75,5479500.0,2863300.0,308470.0,2616200.0,84.8,50.9,40.1,172.2,27.3,47.4,42.7,27.0,9.0,68.2,720,51.4,21.4,17.1,6,545,687000.0,1260.5504587155963,545,61.3,28.1,10.6,60,9,74,32,67,55,40,74,111,99,45,22,82250.0,90750.0,123500.0,102750.0,96500.0,98500.0,92750.0,Tuesday,Sem1_Teaching,False,415,111.0,6166500.0,42.43,2045,3015.0,5.0,52.25,11.14,90.8,90.8,526.0,526,26.3,30.1
2024-03-20,1572,1371,201,12.700000000000001,5163000.0,2752020.0,313480.0,2410980.0,81.2,48.8,40.0,174.2,27.9,43.6,39.2,26.8,9.0,71.8,674,43.9,18.3,14.6,6,545,712250.0,1306.880733944954,545,60.4,25.7,13.9,63,12,79,28,57,38,40,88,130,103,39,22,111000.0,92750.0,98250.0,120250.0,94500.0,112000.0,83500.0,Wednesday,Sem1_Teaching,False,294,130.0,5875250.0,41.04,1916,3066.0,5.34,53.3,12.12,87.21,87.21,424.0,424,21.2,21.9
2024-03-21,1563,1301,262,16.183333333333334,4847500.0,2705360.0,429010.0,2142140.0,80.8,48.4,39.0,171.5,25.9,41.2,37.1,29.1,9.7,72.1,684,45.0,18.8,15.0,6,519,661500.0,1274.5664739884394,519,58.6,29.3,12.1,50,12,68,28,54,53,31,77,111,96,44,25,117000.0,94500.0,90750.0,84000.0,94750.0,90750.0,89750.0,Thursday,Sem1_Teaching,False,295,111.0,5509000.0,38.88,1820,3027.0,7.79,55.81,12.01,83.24,83.24,406.0,406,20.3,15.8
2024-03-22,1293,1125,168,13.233333333333334,4152500.0,2241370.0,306170.0,1911130.0,69.2,41.5,32.7,139.2,22.2,34.4,31.0,21.6,7.2,59.5,563,37.0,15.4,12.3,6,542,677500.0,1250.0,542,59.8,27.5,12.7,57,12,75,29,71,49,35,73,97,100,56,32,121750.0,113750.0,85750.0,80750.0,98500.0,89000.0,88000.0,Friday,Sem1_Teaching,False,289,97.0,4830000.0,39.57,1667,2897.0,6.34,53.98,14.03,87.01,87.01,386.0,386,19.3,6.1
2024-03-23,486,420,66,13.549999999999999,1540500.0,834250.0,112250.0,706250.0,26.8,16.1,11.7,55.9,9.0,12.0,10.8,8.5,2.9,19.6,200,13.9,5.8,4.6,6,142,180500.0,1271.1267605633802,142,63.4,28.2,8.5,17,9,0,11,15,13,11,19,27,23,15,8,22250.0,27750.0,21500.0,29500.0,22000.0,32500.0,25000.0,Saturday,Sem1_Teaching,True,101,27.0,1721000.0,41.04,562,3062.0,6.52,54.15,10.49,86.42,86.42,128.0,128,6.4,-64.2
2024-03-24,475,417,58,11.916666666666666,1530500.0,817130.0,102420.0,713370.0,26.8,16.1,11.8,52.800000000000004,8.3,11.8,10.6,8.4,2.8,21.0,200,13.2,5.5,4.4,6,145,172250.0,1187.9310344827586,145,57.2,26.9,15.9,21,9,0,4,16,11,8,23,24,34,13,12,27000.0,25500.0,22500.0,19000.0,24250.0,25500.0,28500.0,Sunday,Sem1_Teaching,True,95,24.0,1702750.0,41.9,562,3030.0,6.01,53.39,10.12,87.79,87.79,119.0,119,5.95,-64.2
2024-03-25,1577,1376,201,12.75,5006000.0,2680930.0,356380.0,2325070.0,88.0,52.8,37.6,165.9,26.7,39.6,35.6,25.3,8.5,64.4,683,48.8,20.4,16.3,6,555,699500.0,1260.3603603603603,555,58.4,31.0,10.6,41,13,76,34,64,62,42,74,107,93,46,33,80250.0,116500.0,78750.0,108000.0,124500.0,105500.0,86000.0,Monday,Sem1_Teaching,False,372,107.0,5705500.0,40.75,1931,2955.0,6.25,53.55,12.26,87.25,87.25,479.0,479,23.95,22.9
2024-03-26,1628,1430,198,12.733333333333334,5268500.0,2796200.0,326960.0,2472300.0,92.5,55.5,39.3,164.3,25.6,44.6,40.1,26.6,8.8,66.8,697,49.3,20.6,16.4,6,548,692750.0,1264.1423357664235,548,59.5,28.1,12.4,48,12,76,28,75,52,39,89,109,84,50,22,102750.0,88500.0,102750.0,92750.0,103000.0,118500.0,84500.0,Tuesday,Sem1_Teaching,False,367,109.0,5961250.0,41.47,1978,3014.0,5.48,53.07,11.62,87.84,87.84,476.0,476,23.8,25.9
2024-03-27,1556,1380,176,13.15,4988500.0,2687630.0,367050.0,2300870.0,84.8,50.9,38.4,173.5,28.5,40.4,36.4,25.5,8.5,65.5,653,44.8,18.7,14.9,6,504,624500.0,1239.0873015873017,504,57.9,29.4,12.7,63,14,80,20,50,43,36,85,94,99,49,28,112750.0,81750.0,99000.0,86250.0,76250.0,89500.0,79000.0,Wednesday,Sem1_Teaching,False,357,94.0,5613000.0,40.99,1884,2979.0,6.54,53.88,11.13,88.69,88.69,451.0,451,22.55,19.9
2024-03-28,1577,1425,152,9.916666666666666,5248000.0,2730910.0,275840.0,2517090.0,80.0,48.0,39.7,178.2,27.4,40.4,36.4,29.4,9.8,74.2,691,44.8,18.7,14.9,6,538,649750.0,1207.7137546468402,538,58.4,30.5,11.2,53,9,77,24,59,59,42,90,101,103,34,26,98250.0,89250.0,91500.0,87500.0,83750.0,103500.0,96000.0,Thursday,Sem1_Teaching,False,340,101.0,5897750.0,42.68,1963,3004.0,4.68,52.04,11.02,90.36,90.36,441.0,441,22.05,24.9
2024-03-29,1391,1198,193,14.516666666666667,4410500.0,2433760.0,367150.0,1976740.0,80.8,48.4,35.2,147.8,24.1,39.4,35.5,22.1,7.4,59.5,568,37.6,15.7,12.5,6,525,649500.0,1237.142857142857,525,59.8,28.2,12.0,59,12,81,32,70,49,30,78,98,90,49,29,112000.0,78750.0,80000.0,81250.0,101750.0,91000.0,104750.0,Friday,Sem1_Teaching,False,282,98.0,5060000.0,39.07,1723,2937.0,7.26,55.18,12.84,86.13,86.13,380.0,380,19.0,9.7
2024-03-30,465,410,55,12.666666666666666,1498500.0,807470.0,109960.0,691030.0,25.0,15.0,11.2,49.4,7.8,13.2,11.9,7.8,2.6,18.9,196,13.8,5.8,4.6,6,130,158250.0,1217.3076923076924,130,57.7,33.1,9.2,15,12,0,6,12,10,8,22,25,31,8,8,21250.0,24750.0,16500.0,24000.0,27750.0,18250.0,25750.0,Saturday,Sem1_Teaching,True,108,25.0,1656750.0,41.71,540,3068.0,6.64,53.89,9.55,88.17,88.17,133.0,133,6.65,-65.6
2024-03-31,477,437,40,8.049999999999999,1624000.0,835080.0,75540.0,788920.0,24.8,14.8,12.2,53.400000000000006,8.8,13.0,11.7,7.8,2.6,22.0,204,13.2,5.5,4.4,6,142,184750.0,1301.056338028169,142,59.9,30.3,9.9,16,13,0,6,17,16,14,19,32,23,11,4,25250.0,21750.0,33750.0,20250.0,22000.0,29000.0,32750.0,Sunday,Sem1_Teaching,True,101,32.0,1808750.0,43.62,579,3124.0,4.18,51.42,10.21,91.61,91.61,133.0,133,6.65,-63.2
2024-04-01,1824,1629,195,10.416666666666666,6035500.0,3161100.0,320950.0,2874400.0,109.2,65.5,45.0,184.8,29.4,51.2,46.1,28.8,9.6,75.6,753,51.5,21.5,17.2,6,562,711000.0,1265.1245551601423,562,60.1,26.9,13.0,53,12,84,30,67,57,42,81,122,96,34,33,108000.0,90500.0,95250.0,102750.0,98500.0,107500.0,108500.0,Monday,Sem1_Teaching,False,404,122.0,6746500.0,42.61,2191,3079.0,4.76,52.38,10.54,89.31,89.31,526.0,526,26.3,39.4
2024-04-02,1888,1687,201,10.783333333333333,6219500.0,3230890.0,314430.0,2988610.0,103.8,62.2,45.8,196.2,31.2,49.4,44.5,30.6,10.2,79.8,824,57.8,24.1,19.3,6,543,723500.0,1332.4125230202578,543,60.2,26.3,13.4,47,9,73,25,71,50,33,72,122,88,60,22,88250.0,90000.0,115750.0,119250.0,109000.0,108750.0,92500.0,Tuesday,Sem1_Teaching,False,424,122.0,6943000.0,43.04,2230,3113.0,4.53,51.95,10.42,89.35,89.35,546.0,546,27.3,41.9
2024-04-03,1819,1672,147,8.35,6227000.0,3211630.0,282850.0,3015370.0,95.0,57.0,46.7,192.39999999999998,31.4,54.6,49.1,28.6,9.6,82.2,778,51.1,21.3,17.0,6,526,661500.0,1257.6045627376425,526,58.4,28.3,13.3,61,9,78,28,66,65,21,66,109,95,51,25,101500.0,128000.0,93000.0,88250.0,85500.0,78500.0,86750.0,Wednesday,Sem1_Teaching,False,399,109.0,6888500.0,43.77,2198,3134.0,4.11,51.58,9.6,91.92,91.92,508.0,508,25.4,39.9
2024-04-04,1635,1490,145,9.516666666666667,5385500.0,2787190.0,279940.0,2598310.0,89.5,53.7,39.0,180.3,30.2,40.8,36.7,25.5,8.5,63.3,692,50.4,21.0,16.8,6,552,702750.0,1273.0978260869565,552,60.7,26.8,12.5,55,9,103,26,59,65,36,77,118,94,47,30,82500.0,103500.0,103000.0,103250.0,106250.0,84000.0,120250.0,Thursday,Sem1_Teaching,False,401,118.0,6088250.0,42.68,2042,2982.0,4.6,51.75,11.54,91.13,91.13,519.0,519,25.95,30.0
2024-04-05,1356,1225,131,10.4,4451500.0,2308560.0,237450.0,2142940.0,72.0,43.2,32.1,144.3,21.9,34.6,31.1,24.3,8.1,56.0,594,42.5,17.7,14.2,6,591,749750.0,1268.6125211505923,591,61.4,26.2,12.4,47,9,93,27,84,57,46,85,112,95,57,28,114000.0,120500.0,98750.0,116500.0,118750.0,74500.0,106750.0,Friday,Sem1_Teaching,False,321,112.0,5201250.0,41.2,1816,2864.0,4.57,51.86,14.41,90.34,90.34,433.0,433,21.65,15.6
2024-04-06,473,423,50,10.166666666666666,1569000.0,814130.0,80070.0,754870.0,27.2,16.3,11.7,50.5,7.9,12.2,11.0,8.1,2.7,20.6,199,13.3,5.6,4.4,6,132,177500.0,1344.6969696969697,132,55.3,29.5,15.2,6,9,0,10,13,12,10,13,28,26,13,7,27500.0,28250.0,22000.0,24500.0,29750.0,22500.0,23000.0,Saturday,Sem1_Teaching,True,99,28.0,1746500.0,43.22,555,3147.0,4.58,51.89,10.16,89.43,89.43,127.0,127,6.35,-64.7
2024-04-07,490,441,49,10.0,1630500.0,852260.0,86690.0,778240.0,26.2,15.8,12.1,49.6,7.5,14.2,12.8,8.4,2.8,21.7,214,14.5,6.1,4.8,6,135,172500.0,1277.7777777777778,135,57.8,29.6,12.6,8,9,0,5,18,13,5,22,27,23,15,7,21500.0,19250.0,29750.0,24500.0,26000.0,23000.0,28500.0,Sunday,Sem1_Teaching,True,109,27.0,1803000.0,43.16,576,3130.0,4.81,52.27,9.57,90.0,90.0,136.0,136,6.8,-63.3
2024-04-08,1675,1527,148,8.683333333333332,5565000.0,2874770.0,278210.0,2690230.0,86.0,51.6,39.4,190.5,30.4,43.4,39.1,29.5,9.9,64.4,705,51.5,21.5,17.2,6,560,692250.0,1236.1607142857142,560,57.3,29.5,13.2,51,14,84,20,58,67,43,82,107,102,45,36,83750.0,114750.0,81000.0,125750.0,98750.0,99250.0,89000.0,Monday,Sem1_Teaching,False,379,107.0,6257250.0,42.99,2087,2998.0,4.45,51.66,11.06,91.16,91.16,486.0,486,24.3,32.8
2024-04-09,1606,1372,234,14.266666666666666,5074000.0,2799360.0,432270.0,2274640.0,89.0,53.4,40.1,162.9,25.5,46.6,41.9,26.1,8.7,70.3,689,46.4,19.4,15.5,6,516,621500.0,1204.4573643410852,516,61.2,26.7,12.0,54,9,76,27,54,55,29,97,95,90,45,24,82500.0,98500.0,81250.0,80750.0,87500.0,99500.0,91500.0,Tuesday,Sem1_Teaching,False,328,95.0,5695500.0,39.94,1888,3017.0,7.59,55.17,10.91,85.43,85.43,423.0,423,21.15,20.2
2024-04-10,1635,1419,216,13.866666666666667,5153000.0,2789960.0,398780.0,2363040.0,91.5,54.9,40.7,168.2,26.4,40.8,36.7,26.8,9.0,75.6,730,48.7,20.3,16.2,6,552,652750.0,1182.518115942029,552,60.0,27.0,13.0,60,9,80,34,75,48,34,93,97,110,31,30,103000.0,109250.0,89250.0,102000.0,78250.0,82250.0,88750.0,Wednesday,Sem1_Teaching,False,368,97.0,5805750.0,40.7,1971,2946.0,6.87,54.14,11.24,86.79,86.79,465.0,465,23.25,25.4
2024-04-11,1510,1395,115,7.616666666666667,5145500.0,2622400.0,217310.0,2523100.0,78.8,47.2,38.3,162.10000000000002,26.1,40.8,36.7,24.8,8.2,70.0,665,43.8,18.2,14.6,6,590,753000.0,1276.2711864406779,590,59.3,28.8,11.9,68,16,87,28,75,54,44,77,119,109,56,28,119000.0,86750.0,110000.0,91000.0,103500.0,112750.0,130000.0,Thursday,Sem1_Teaching,False,339,119.0,5898500.0,42.78,1985,2972.0,3.68,50.96,12.77,92.38,92.38,458.0,458,22.9,26.3
2024-04-12,1346,1170,176,13.85,4278500.0,2302680.0,312670.0,1975820.0,70.0,42.0,33.4,143.1,22.3,33.8,30.4,23.1,7.7,62.6,609,40.9,17.1,13.6,6,553,678750.0,1227.3960216998191,553,61.8,26.8,11.4,66,9,71,24,70,52,41,78,97,113,51,27,78250.0,105500.0,107250.0,77500.0,116500.0,75500.0,118250.0,Friday,Sem1_Teaching,False,296,97.0,4957250.0,39.86,1723,2877.0,6.31,53.82,13.69,86.92,86.92,393.0,393,19.65,9.7
2024-04-13,471,402,69,14.466666666666667,1526000.0,829950.0,108180.0,696050.0,25.5,15.3,12.0,49.4,7.8,14.0,12.6,7.8,2.6,21.3,200,13.0,5.4,4.3,6,143,170750.0,1194.055944055944,143,55.9,30.8,13.3,15,9,0,8,11,19,10,23,29,26,6,11,23750.0,26500.0,19500.0,30750.0,31250.0,20000.0,19000.0,Saturday,Sem1_Teaching,True,87,29.0,1696750.0,41.02,545,3113.0,6.38,54.39,10.06,85.35,85.35,116.0,116,5.8,-65.3
2024-04-14,481,407,74,15.833333333333334,1496000.0,820310.0,121680.0,675690.0,27.2,16.3,12.0,47.2,7.6,12.4,11.2,7.2,2.4,22.0,217,14.8,6.2,4.9,6,129,157000.0,1217.0542635658915,129,60.5,32.6,7.0,15,9,0,6,14,13,6,23,28,25,7,7,20500.0,21500.0,28500.0,17750.0,24500.0,25750.0,18500.0,Sunday,Sem1_Teaching,True,101,28.0,1653000.0,40.88,536,3084.0,7.36,54.83,9.5,84.62,84.62,129.0,129,6.45,-65.9
2024-04-15,1585,1365,220,13.266666666666666,5182000.0,2805970.0,357040.0,2376030.0,80.2,48.1,39.900000000000006,181.89999999999998,29.2,46.8,42.1,27.9,9.3,66.8,647,43.3,18.1,14.4,6,578,715500.0,1237.8892733564014,578,58.5,29.9,11.6,70,9,87,23,68,52,42,95,119,112,37,30,97500.0,115000.0,109500.0,108000.0,79500.0,92500.0,113500.0,Monday,Sem1_Teaching,False,287,119.0,5897500.0,40.29,1943,3035.0,6.05,54.15,12.13,86.12,86.12,406.0,406,20.3,23.7
2024-04-16,1595,1362,233,13.85,5095500.0,2747580.0,347790.0,2347920.0,82.2,49.4,38.3,171.6,26.2,43.2,38.9,28.6,9.6,66.5,692,48.8,20.4,16.3,6,547,706000.0,1290.6764168190127,547,61.2,26.0,12.8,57,9,83,27,55,47,30,81,130,113,35,29,94000.0,93000.0,98750.0,119750.0,96500.0,106250.0,97750.0,Tuesday,Sem1_Teaching,False,339,130.0,5801500.0,40.47,1909,3039.0,5.99,53.92,12.17,85.39,85.39,469.0,469,23.45,21.5
2024-04-17,1684,1499,185,11.5,5504000.0,2871730.0,304490.0,2632270.0,89.5,53.7,41.2,178.89999999999998,28.2,42.0,37.8,28.3,9.5,74.9,752,51.7,21.6,17.2,6,579,725750.0,1253.454231433506,579,62.5,26.1,11.4,66,9,74,19,62,50,42,98,119,113,45,31,101000.0,101000.0,95500.0,110000.0,89500.0,117250.0,111500.0,Wednesday,Sem1_Teaching,False,405,119.0,6229750.0,42.25,2078,2998.0,4.89,52.18,11.65,89.01,89.01,524.0,524,26.2,32.2
2024-04-18,1595,1355,240,13.966666666666667,5076000.0,2789720.0,409810.0,2286280.0,86.0,51.6,41.4,165.2,26.7,45.0,40.5,25.1,8.3,76.6,701,44.8,18.7,14.9,6,554,706750.0,1275.7220216606497,554,59.6,27.8,12.6,54,12,75,23,81,49,37,78,111,94,52,29,90250.0,92000.0,112500.0,98250.0,119500.0,77500.0,116750.0,Thursday,Sem1_Teaching,False,311,111.0,5782750.0,39.54,1909,3029.0,7.09,54.96,12.22,84.95,84.95,422.0,422,21.1,21.5
2024-04-19,1297,1187,110,9.516666666666666,4341500.0,2252610.0,219120.0,2088890.0,67.0,40.2,31.9,142.5,21.9,35.6,32.0,23.6,7.9,56.0,555,37.8,15.8,12.6,6,553,708250.0,1280.741410488246,553,59.3,30.0,10.7,56,12,81,23,64,59,47,81,116,90,48,25,107750.0,113000.0,114750.0,75500.0,84000.0,85500.0,127750.0,Friday,Sem1_Teaching,False,302,116.0,5049750.0,41.37,1740,2902.0,4.34,51.89,14.03,91.52,91.52,418.0,418,20.9,10.7
2024-04-20,482,429,53,11.649999999999999,1580000.0,830390.0,88660.0,749610.0,28.0,16.8,11.9,52.5,8.5,12.2,11.0,7.9,2.7,21.0,201,13.3,5.6,4.4,6,142,173500.0,1221.8309859154929,142,64.1,31.7,4.2,14,10,0,5,17,14,12,22,26,23,10,13,22500.0,29000.0,23250.0,23750.0,27250.0,18250.0,29500.0,Saturday,Sem1_Teaching,True,102,26.0,1753500.0,42.75,571,3071.0,5.06,52.56,9.89,89.0,89.0,128.0,128,6.4,-63.7
2024-04-21,477,423,54,12.5,1537500.0,819830.0,105490.0,717670.0,24.0,14.4,11.6,51.2,7.9,12.6,11.3,8.4,2.8,21.0,213,14.8,6.2,4.9,6,132,162750.0,1232.9545454545455,132,57.6,24.2,18.2,11,12,0,8,15,18,9,23,27,21,10,1,21250.0,25750.0,25250.0,24000.0,19500.0,24750.0,22250.0,Sunday,Sem1_Teaching,True,118,27.0,1700250.0,42.21,555,3064.0,6.2,53.32,9.57,88.68,88.68,145.0,145,7.25,-64.7
2024-04-22,1583,1320,263,15.633333333333333,4905000.0,2754390.0,457540.0,2150610.0,91.5,54.9,39.3,163.8,25.3,44.8,40.3,26.8,9.0,67.5,658,44.2,18.4,14.7,6,546,685500.0,1255.4945054945056,546,59.3,31.5,9.2,56,12,81,32,72,68,32,80,119,87,40,16,107750.0,83000.0,110000.0,117250.0,87750.0,78250.0,101500.0,Monday,Sem1_Teaching,False,292,119.0,5590500.0,38.47,1866,2996.0,8.18,56.15,12.26,83.39,83.39,411.0,411,20.55,18.8
2024-04-23,1631,1420,211,11.799999999999999,5286500.0,2806050.0,318080.0,2480450.0,91.2,54.8,39.5,182.5,29.0,41.6,37.4,28.5,9.5,66.5,673,46.6,19.4,15.5,6,581,718750.0,1237.091222030981,581,63.3,23.8,12.9,56,9,76,35,70,65,37,93,115,87,47,32,87000.0,103500.0,110250.0,94500.0,102000.0,108750.0,112750.0,Tuesday,Sem1_Teaching,False,309,115.0,6005250.0,41.3,2001,3001.0,5.3,53.08,11.97,87.06,87.06,424.0,424,21.2,27.3
2024-04-24,1710,1518,192,10.950000000000001,5549500.0,2920620.0,336860.0,2628880.0,94.8,56.9,42.0,189.5,30.5,41.2,37.1,28.9,9.7,74.2,733,49.8,20.8,16.6,6,579,736000.0,1271.1571675302246,579,63.0,26.9,10.0,58,9,80,29,65,61,43,88,132,104,34,23,107250.0,116500.0,108500.0,114750.0,97250.0,89000.0,102750.0,Wednesday,Sem1_Teaching,False,394,132.0,6285500.0,41.82,2097,2997.0,5.36,52.63,11.71,88.77,88.77,526.0,526,26.3,33.5
2024-04-25,1642,1424,218,11.966666666666667,5264500.0,2843840.0,373560.0,2420660.0,83.0,49.8,39.1,171.1,26.4,47.8,43.0,28.1,9.3,65.5,713,52.0,21.7,17.3,6,574,711000.0,1238.6759581881533,574,63.9,27.0,9.1,45,9,76,25,66,52,39,92,110,104,41,45,85750.0,81750.0,117000.0,113750.0,113500.0,78000.0,121250.0,Thursday,Sem1_Teaching,False,340,110.0,5975500.0,40.51,1998,2991.0,6.25,54.02,11.9,86.72,86.72,450.0,450,22.5,27.2
2024-04-26,1405,1272,133,8.85,4768500.0,2479240.0,229830.0,2289260.0,77.2,46.4,35.0,160.6,25.8,40.6,36.5,24.6,8.2,57.0,552,37.0,15.4,12.3,6,593,779500.0,1314.5025295109613,593,60.7,26.1,13.2,45,9,96,26,77,64,51,74,129,92,55,25,125500.0,122500.0,89500.0,81000.0,122250.0,106000.0,132750.0,Friday,Sem1_Teaching,False,276,129.0,5548000.0,41.26,1865,2975.0,4.14,51.99,14.05,90.53,90.53,405.0,405,20.25,18.7
2024-04-27,462,407,55,11.65,1516500.0,798520.0,88950.0,717980.0,24.8,14.8,11.6,47.5,7.6,12.6,11.3,7.3,2.5,21.0,205,13.8,5.8,4.6,6,134,171250.0,1277.9850746268658,134,62.7,23.9,13.4,6,9,0,8,22,9,12,24,28,18,8,5,23500.0,22750.0,26000.0,28500.0,29750.0,26500.0,14250.0,Saturday,Sem1_Teaching,True,104,28.0,1687750.0,42.54,541,3120.0,5.27,52.66,10.15,88.1,88.1,132.0,132,6.6,-65.6
2024-04-28,516,441,75,14.616666666666667,1608500.0,886290.0,139970.0,722210.0,28.2,16.9,12.7,51.900000000000006,7.9,14.0,12.6,8.7,2.9,22.8,229,15.7,6.6,5.2,6,137,169500.0,1237.2262773722628,137,65.0,27.0,8.0,17,16,0,9,15,14,11,17,25,26,12,8,30250.0,27750.0,30750.0,15250.0,21500.0,21000.0,23000.0,Sunday,Sem1_Teaching,True,111,25.0,1778000.0,40.62,578,3076.0,7.87,55.1,9.53,85.47,85.47,136.0,136,6.8,-63.2
2024-04-29,1646,1444,202,11.316666666666668,5474500.0,2879610.0,288230.0,2594890.0,92.0,55.2,40.8,177.3,27.8,47.2,42.5,28.3,9.5,68.6,673,45.5,18.9,15.2,6,563,717250.0,1273.9786856127887,563,60.2,27.7,12.1,58,14,82,25,62,58,37,84,121,98,48,30,115500.0,90500.0,112750.0,110250.0,87750.0,82250.0,118250.0,Monday,Sem1_Teaching,False,303,121.0,6191750.0,41.91,2007,3085.0,4.66,52.6,11.58,87.73,87.73,424.0,424,21.2,27.7
2024-04-30,1575,1372,203,13.616666666666667,4971500.0,2708010.0,403690.0,2263490.0,84.8,50.9,38.4,176.10000000000002,26.8,39.8,35.8,29.5,9.9,68.2,669,45.2,18.9,15.1,6,542,673000.0,1241.6974169741698,542,59.6,28.2,12.2,52,12,82,37,54,54,33,87,112,112,38,15,84750.0,83250.0,101250.0,95250.0,110500.0,111000.0,87000.0,Tuesday,Sem1_Teaching,False,365,112.0,5644500.0,40.1,1914,2949.0,7.15,54.47,11.92,87.11,87.11,477.0,477,23.85,21.8
2024-05-01,1979,1714,265,13.833333333333334,6334500.0,3419010.0,453660.0,2915490.0,106.2,63.8,49.2,200.2,31.6,55.0,49.5,31.6,10.6,88.2,878,60.0,25.0,20.0,6,550,692000.0,1258.1818181818182,550,60.0,28.0,12.0,55,9,80,26,59,48,34,86,114,107,42,34,104750.0,116250.0,86750.0,107750.0,93500.0,82500.0,100500.0,Wednesday,Sem1_Teaching,False,454,114.0,7026500.0,41.49,2264,3104.0,6.46,53.97,9.85,86.61,86.61,568.0,568,28.4,44.1
2024-05-02,1875,1668,207,11.799999999999999,5991500.0,3179750.0,409230.0,2811750.0,102.8,61.6,43.5,197.89999999999998,30.4,47.6,42.8,32.7,10.9,73.1,809,59.4,24.8,19.8,6,564,687750.0,1219.4148936170213,564,55.7,31.9,12.4,65,12,89,30,67,60,39,84,107,104,41,32,101250.0,88000.0,93000.0,105000.0,98750.0,120500.0,81250.0,Thursday,Sem1_Teaching,False,477,107.0,6679250.0,42.1,2232,2992.0,6.13,53.07,10.3,88.96,88.96,584.0,584,29.2,42.1
2024-05-03,1635,1407,228,14.116666666666667,5153500.0,2818170.0,409430.0,2335330.0,93.8,56.2,39.1,172.7,26.8,44.6,40.1,28.1,9.3,64.4,674,47.8,19.9,15.9,6,516,630000.0,1220.9302325581396,516,58.3,28.7,13.0,39,9,83,40,62,51,46,71,84,91,42,29,85500.0,94750.0,104500.0,76750.0,83750.0,108750.0,76000.0,Friday,Sem1_Teaching,False,356,84.0,5783500.0,40.38,1923,3008.0,7.08,54.68,10.89,86.06,86.06,440.0,440,22.0,22.4
2024-05-04,475,424,51,10.4,1600500.0,839450.0,83800.0,761050.0,24.0,14.4,12.0,51.9,8.0,14.2,12.8,8.5,2.9,21.3,202,13.2,5.5,4.4,6,136,183250.0,1347.4264705882354,136,62.5,27.9,9.6,14,9,0,8,18,11,10,18,37,24,7,3,27500.0,29500.0,20000.0,22000.0,21500.0,31750.0,31000.0,Saturday,Sem1_Teaching,True,94,37.0,1783750.0,42.67,560,3185.0,4.7,52.45,10.27,89.26,89.26,131.0,131,6.55,-64.4
2024-05-05,364,310,54,15.483333333333334,1137500.0,625250.0,95910.0,512250.0,19.0,11.4,9.0,40.3,6.5,9.0,8.1,6.1,2.1,16.8,161,10.7,4.5,3.6,6,183,250500.0,1368.8524590163934,183,62.3,27.9,9.8,19,9,0,10,17,19,11,27,39,30,23,7,43000.0,37250.0,34650.0,22200.0,35650.0,41850.0,35900.0,Sunday,Sem1_Exams,True,79,39.0,1388000.0,36.91,493,2815.0,6.91,54.97,18.05,85.16,85.16,118.0,118,5.9,-66.0
