Date,Day_of_Week,Academic_Period,Is_Weekend,Meal,Portions_Prepared,Portions_Sold,Waste_Portions,Waste_Pct,Price_UGX,Revenue_UGX,Ingredient_Cost_UGX,Waste_Cost_UGX,Gross_Profit_UGX,Posho_Flour_kg,Beans_kg,Cooking_Oil_L,Matooke_kg,Groundnuts_kg,Rice_kg,Chicken_kg,Offal_kg,Onions_kg,Irish_Potatoes_kg,Eggs_units,Wheat_Flour_kg,Cabbage_kg,Tomatoes_kg
2024-03-25,Monday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,267,228,39,14.6,"4,000","912,000","534,000","78,000","378,000",0,0,8,106.8,26.7,0,0,0,0,0,0,0,0,0
2024-03-25,Monday,Sem1_Teaching,FALSE,Rice & Chicken,198,167,31,15.7,"6,000","1,002,000","653,400","102,300","348,600",0,0,7.9,0,0,39.6,35.6,0,0,0,0,0,0,0
2024-03-25,Monday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),169,142,27,16.0,"3,500","497,000","283,920","45,360","213,080",0,0,0,59.1,0,0,0,25.3,8.5,0,0,0,0,0
2024-03-25,Monday,Sem1_Teaching,FALSE,Chips & Eggs,184,176,8,4.3,"4,500","792,000","347,760","15,120","444,240",0,0,14.7,0,0,0,0,0,0,64.4,276,0,0,0
2024-03-25,Monday,Sem1_Teaching,FALSE,Rolex,407,372,35,8.6,"2,500","930,000","386,650","33,250","543,350",0,0,0,0,0,0,0,0,0,0,407,48.8,20.4,16.3
2024-03-26,Tuesday,Sem1_Teaching,FALSE,Posho & Beans,370,325,45,12.2,"3,000","975,000","499,500","60,750","475,500",92.5,55.5,7.4,0,0,0,0,0,0,0,0,0,0,0
2024-03-26,Tuesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,256,227,29,11.3,"4,000","908,000","512,000","58,000","396,000",0,0,7.7,102.4,25.6,0,0,0,0,0,0,0,0,0
2024-03-26,Tuesday,Sem1_Teaching,FALSE,Rice & Chicken,223,207,16,7.2,"6,000","1,242,000","735,900","52,800","506,100",0,0,8.9,0,0,44.6,40.1,0,0,0,0,0,0,0
2024-03-26,Tuesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),177,142,35,19.8,"3,500","497,000","297,360","58,800","199,640",0,0,0,61.9,0,0,0,26.6,8.8,0,0,0,0,0
2024-03-26,Tuesday,Sem1_Teaching,FALSE,Chips & Eggs,191,162,29,15.2,"4,500","729,000","360,990","54,810","368,010",0,0,15.3,0,0,0,0,0,0,66.8,286,0,0,0
2024-03-26,Tuesday,Sem1_Teaching,FALSE,Rolex,411,367,44,10.7,"2,500","917,500","390,450","41,800","527,050",0,0,0,0,0,0,0,0,0,0,411,49.3,20.6,16.4
2024-03-27,Wednesday,Sem1_Teaching,FALSE,Posho & Beans,339,331,8,2.4,"3,000","993,000","457,650","10,800","535,350",84.8,50.9,6.8,0,0,0,0,0,0,0,0,0,0,0
2024-03-27,Wednesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,285,235,50,17.5,"4,000","940,000","570,000","100,000","370,000",0,0,8.5,114,28.5,0,0,0,0,0,0,0,0,0
2024-03-27,Wednesday,Sem1_Teaching,FALSE,Rice & Chicken,202,163,39,19.3,"6,000","978,000","666,600","128,700","311,400",0,0,8.1,0,0,40.4,36.4,0,0,0,0,0,0,0
2024-03-27,Wednesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),170,138,32,18.8,"3,500","483,000","285,600","53,760","197,400",0,0,0,59.5,0,0,0,25.5,8.5,0,0,0,0,0
2024-03-27,Wednesday,Sem1_Teaching,FALSE,Chips & Eggs,187,156,31,16.6,"4,500","702,000","353,430","58,590","348,570",0,0,15,0,0,0,0,0,0,65.5,280,0,0,0
2024-03-27,Wednesday,Sem1_Teaching,FALSE,Rolex,373,357,16,4.3,"2,500","892,500","354,350","15,200","538,150",0,0,0,0,0,0,0,0,0,0,373,44.8,18.7,14.9
2024-03-28,Thursday,Sem1_Teaching,FALSE,Posho & Beans,320,283,37,11.6,"3,000","849,000","432,000","49,950","417,000",80,48,6.4,0,0,0,0,0,0,0,0,0,0,0
2024-03-28,Thursday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,274,267,7,2.6,"4,000","1,068,000","548,000","14,000","520,000",0,0,8.2,109.6,27.4,0,0,0,0,0,0,0,0,0
2024-03-28,Thursday,Sem1_Teaching,FALSE,Rice & Chicken,202,173,29,14.4,"6,000","1,038,000","666,600","95,700","371,400",0,0,8.1,0,0,40.4,36.4,0,0,0,0,0,0,0
2024-03-28,Thursday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),196,186,10,5.1,"3,500","651,000","329,280","16,800","321,720",0,0,0,68.6,0,0,0,29.4,9.8,0,0,0,0,0
2024-03-28,Thursday,Sem1_Teaching,FALSE,Chips & Eggs,212,176,36,17.0,"4,500","792,000","400,680","68,040","391,320",0,0,17,0,0,0,0,0,0,74.2,318,0,0,0
2024-03-28,Thursday,Sem1_Teaching,FALSE,Rolex,373,340,33,8.8,"2,500","850,000","354,350","31,350","495,650",0,0,0,0,0,0,0,0,0,0,373,44.8,18.7,14.9
2024-03-29,Friday,Sem1_Teaching,FALSE,Posho & Beans,323,287,36,11.1,"3,000","861,000","436,050","48,600","424,950",80.8,48.4,6.5,0,0,0,0,0,0,0,0,0,0,0
2024-03-29,Friday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,241,201,40,16.6,"4,000","804,000","482,000","80,000","322,000",0,0,7.2,96.4,24.1,0,0,0,0,0,0,0,0,0
2024-03-29,Friday,Sem1_Teaching,FALSE,Rice & Chicken,197,161,36,18.3,"6,000","966,000","650,100","118,800","315,900",0,0,7.9,0,0,39.4,35.5,0,0,0,0,0,0,0
2024-03-29,Friday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),147,127,20,13.6,"3,500","444,500","246,960","33,600","197,540",0,0,0,51.4,0,0,0,22.1,7.4,0,0,0,0,0
2024-03-29,Friday,Sem1_Teaching,FALSE,Chips & Eggs,170,140,30,17.6,"4,500","630,000","321,300","56,700","308,700",0,0,13.6,0,0,0,0,0,0,59.5,255,0,0,0
2024-03-29,Friday,Sem1_Teaching,FALSE,Rolex,313,282,31,9.9,"2,500","705,000","297,350","29,450","407,650",0,0,0,0,0,0,0,0,0,0,313,37.6,15.7,12.5
2024-03-30,Saturday,Sem1_Teaching,TRUE,Posho & Beans,100,89,11,11.0,"3,000","267,000","135,000","14,850","132,000",25,15,2,0,0,0,0,0,0,0,0,0,0,0
2024-03-30,Saturday,Sem1_Teaching,TRUE,Matooke & Groundnut Stew,78,68,10,12.8,"4,000","272,000","156,000","20,000","116,000",0,0,2.3,31.2,7.8,0,0,0,0,0,0,0,0,0
2024-03-30,Saturday,Sem1_Teaching,TRUE,Rice & Chicken,66,52,14,21.2,"6,000","312,000","217,800","46,200","94,200",0,0,2.6,0,0,13.2,11.9,0,0,0,0,0,0,0
2024-03-30,Saturday,Sem1_Teaching,TRUE,Katogo (Offal+Matoke),52,41,11,21.2,"3,500","143,500","87,360","18,480","56,140",0,0,0,18.2,0,0,0,7.8,2.6,0,0,0,0,0
2024-03-30,Saturday,Sem1_Teaching,TRUE,Chips & Eggs,54,52,2,3.7,"4,500","234,000","102,060","3,780","131,940",0,0,4.3,0,0,0,0,0,0,18.9,81,0,0,0
2024-03-30,Saturday,Sem1_Teaching,TRUE,Rolex,115,108,7,6.1,"2,500","270,000","109,250","6,650","160,750",0,0,0,0,0,0,0,0,0,0,115,13.8,5.8,4.6
2024-03-31,Sunday,Sem1_Teaching,TRUE,Posho & Beans,99,90,9,9.1,"3,000","270,000","133,650","12,150","136,350",24.8,14.8,2,0,0,0,0,0,0,0,0,0,0,0
2024-03-31,Sunday,Sem1_Teaching,TRUE,Matooke & Groundnut Stew,88,79,9,10.2,"4,000","316,000","176,000","18,000","140,000",0,0,2.6,35.2,8.8,0,0,0,0,0,0,0,0,0
2024-03-31,Sunday,Sem1_Teaching,TRUE,Rice & Chicken,65,56,9,13.8,"6,000","336,000","214,500","29,700","121,500",0,0,2.6,0,0,13,11.7,0,0,0,0,0,0,0
2024-03-31,Sunday,Sem1_Teaching,TRUE,Katogo (Offal+Matoke),52,50,2,3.8,"3,500","175,000","87,360","3,360","87,640",0,0,0,18.2,0,0,0,7.8,2.6,0,0,0,0,0
2024-03-31,Sunday,Sem1_Teaching,TRUE,Chips & Eggs,63,61,2,3.2,"4,500","274,500","119,070","3,780","155,430",0,0,5,0,0,0,0,0,0,22,94,0,0,0
2024-03-31,Sunday,Sem1_Teaching,TRUE,Rolex,110,101,9,8.2,"2,500","252,500","104,500","8,550","148,000",0,0,0,0,0,0,0,0,0,0,110,13.2,5.5,4.4
2024-04-01,Monday,Sem1_Teaching,FALSE,Posho & Beans,437,356,81,18.5,"3,000","1,068,000","589,950","109,350","478,050",109.2,65.5,8.7,0,0,0,0,0,0,0,0,0,0,0
2024-04-01,Monday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,294,272,22,7.5,"4,000","1,088,000","588,000","44,000","500,000",0,0,8.8,117.6,29.4,0,0,0,0,0,0,0,0,0
2024-04-01,Monday,Sem1_Teaching,FALSE,Rice & Chicken,256,242,14,5.5,"6,000","1,452,000","844,800","46,200","607,200",0,0,10.2,0,0,51.2,46.1,0,0,0,0,0,0,0
2024-04-01,Monday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),192,180,12,6.2,"3,500","630,000","322,560","20,160","307,440",0,0,0,67.2,0,0,0,28.8,9.6,0,0,0,0,0
2024-04-01,Monday,Sem1_Teaching,FALSE,Chips & Eggs,216,175,41,19.0,"4,500","787,500","408,240","77,490","379,260",0,0,17.3,0,0,0,0,0,0,75.6,324,0,0,0
2024-04-01,Monday,Sem1_Teaching,FALSE,Rolex,429,404,25,5.8,"2,500","1,010,000","407,550","23,750","602,450",0,0,0,0,0,0,0,0,0,0,429,51.5,21.5,17.2
2024-04-02,Tuesday,Sem1_Teaching,FALSE,Posho & Beans,415,367,48,11.6,"3,000","1,101,000","560,250","64,800","540,750",103.8,62.2,8.3,0,0,0,0,0,0,0,0,0,0,0
2024-04-02,Tuesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,312,298,14,4.5,"4,000","1,192,000","624,000","28,000","568,000",0,0,9.4,124.8,31.2,0,0,0,0,0,0,0,0,0
2024-04-02,Tuesday,Sem1_Teaching,FALSE,Rice & Chicken,247,233,14,5.7,"6,000","1,398,000","815,100","46,200","582,900",0,0,9.9,0,0,49.4,44.5,0,0,0,0,0,0,0
2024-04-02,Tuesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),204,174,30,14.7,"3,500","609,000","342,720","50,400","266,280",0,0,0,71.4,0,0,0,30.6,10.2,0,0,0,0,0
2024-04-02,Tuesday,Sem1_Teaching,FALSE,Chips & Eggs,228,191,37,16.2,"4,500","859,500","430,920","69,930","428,580",0,0,18.2,0,0,0,0,0,0,79.8,342,0,0,0
2024-04-02,Tuesday,Sem1_Teaching,FALSE,Rolex,482,424,58,12.0,"2,500","1,060,000","457,900","55,100","602,100",0,0,0,0,0,0,0,0,0,0,482,57.8,24.1,19.3
2024-04-03,Wednesday,Sem1_Teaching,FALSE,Posho & Beans,380,364,16,4.2,"3,000","1,092,000","513,000","21,600","579,000",95,57,7.6,0,0,0,0,0,0,0,0,0,0,0
2024-04-03,Wednesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,314,279,35,11.1,"4,000","1,116,000","628,000","70,000","488,000",0,0,9.4,125.6,31.4,0,0,0,0,0,0,0,0,0
2024-04-03,Wednesday,Sem1_Teaching,FALSE,Rice & Chicken,273,247,26,9.5,"6,000","1,482,000","900,900","85,800","581,100",0,0,10.9,0,0,54.6,49.1,0,0,0,0,0,0,0
2024-04-03,Wednesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),191,184,7,3.7,"3,500","644,000","320,880","11,760","323,120",0,0,0,66.8,0,0,0,28.6,9.6,0,0,0,0,0
2024-04-03,Wednesday,Sem1_Teaching,FALSE,Chips & Eggs,235,199,36,15.3,"4,500","895,500","444,150","68,040","451,350",0,0,18.8,0,0,0,0,0,0,82.2,352,0,0,0
2024-04-03,Wednesday,Sem1_Teaching,FALSE,Rolex,426,399,27,6.3,"2,500","997,500","404,700","25,650","592,800",0,0,0,0,0,0,0,0,0,0,426,51.1,21.3,17
2024-04-04,Thursday,Sem1_Teaching,FALSE,Posho & Beans,358,317,41,11.5,"3,000","951,000","483,300","55,350","467,700",89.5,53.7,7.2,0,0,0,0,0,0,0,0,0,0,0
2024-04-04,Thursday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,302,283,19,6.3,"4,000","1,132,000","604,000","38,000","528,000",0,0,9.1,120.8,30.2,0,0,0,0,0,0,0,0,0
2024-04-04,Thursday,Sem1_Teaching,FALSE,Rice & Chicken,204,171,33,16.2,"6,000","1,026,000","673,200","108,900","352,800",0,0,8.2,0,0,40.8,36.7,0,0,0,0,0,0,0
2024-04-04,Thursday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),170,157,13,7.6,"3,500","549,500","285,600","21,840","263,900",0,0,0,59.5,0,0,0,25.5,8.5,0,0,0,0,0
2024-04-04,Thursday,Sem1_Teaching,FALSE,Chips & Eggs,181,161,20,11.0,"4,500","724,500","342,090","37,800","382,410",0,0,14.5,0,0,0,0,0,0,63.3,272,0,0,0
2024-04-04,Thursday,Sem1_Teaching,FALSE,Rolex,420,401,19,4.5,"2,500","1,002,500","399,000","18,050","603,500",0,0,0,0,0,0,0,0,0,0,420,50.4,21,16.8
2024-04-05,Friday,Sem1_Teaching,FALSE,Posho & Beans,288,271,17,5.9,"3,000","813,000","388,800","22,950","424,200",72,43.2,5.8,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,Friday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,219,207,12,5.5,"4,000","828,000","438,000","24,000","390,000",0,0,6.6,87.6,21.9,0,0,0,0,0,0,0,0,0
2024-04-05,Friday,Sem1_Teaching,FALSE,Rice & Chicken,173,148,25,14.5,"6,000","888,000","570,900","82,500","317,100",0,0,6.9,0,0,34.6,31.1,0,0,0,0,0,0,0
2024-04-05,Friday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),162,131,31,19.1,"3,500","458,500","272,160","52,080","186,340",0,0,0,56.7,0,0,0,24.3,8.1,0,0,0,0,0
2024-04-05,Friday,Sem1_Teaching,FALSE,Chips & Eggs,160,147,13,8.1,"4,500","661,500","302,400","24,570","359,100",0,0,12.8,0,0,0,0,0,0,56,240,0,0,0
2024-04-05,Friday,Sem1_Teaching,FALSE,Rolex,354,321,33,9.3,"2,500","802,500","336,300","31,350","466,200",0,0,0,0,0,0,0,0,0,0,354,42.5,17.7,14.2
2024-04-06,Saturday,Sem1_Teaching,TRUE,Posho & Beans,109,96,13,11.9,"3,000","288,000","147,150","17,550","140,850",27.2,16.3,2.2,0,0,0,0,0,0,0,0,0,0,0
2024-04-06,Saturday,Sem1_Teaching,TRUE,Matooke & Groundnut Stew,79,67,12,15.2,"4,000","268,000","158,000","24,000","110,000",0,0,2.4,31.6,7.9,0,0,0,0,0,0,0,0,0
2024-04-06,Saturday,Sem1_Teaching,TRUE,Rice & Chicken,61,58,3,4.9,"6,000","348,000","201,300","9,900","146,700",0,0,2.4,0,0,12.2,11,0,0,0,0,0,0,0
2024-04-06,Saturday,Sem1_Teaching,TRUE,Katogo (Offal+Matoke),54,46,8,14.8,"3,500","161,000","90,720","13,440","70,280",0,0,0,18.9,0,0,0,8.1,2.7,0,0,0,0,0
2024-04-06,Saturday,Sem1_Teaching,TRUE,Chips & Eggs,59,57,2,3.4,"4,500","256,500","111,510","3,780","144,990",0,0,4.7,0,0,0,0,0,0,20.6,88,0,0,0
2024-04-06,Saturday,Sem1_Teaching,TRUE,Rolex,111,99,12,10.8,"2,500","247,500","105,450","11,400","142,050",0,0,0,0,0,0,0,0,0,0,111,13.3,5.6,4.4
2024-04-07,Sunday,Sem1_Teaching,TRUE,Posho & Beans,105,94,11,10.5,"3,000","282,000","141,750","14,850","140,250",26.2,15.8,2.1,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,Sunday,Sem1_Teaching,TRUE,Matooke & Groundnut Stew,75,71,4,5.3,"4,000","284,000","150,000","8,000","134,000",0,0,2.2,30,7.5,0,0,0,0,0,0,0,0,0
2024-04-07,Sunday,Sem1_Teaching,TRUE,Rice & Chicken,71,63,8,11.3,"6,000","378,000","234,300","26,400","143,700",0,0,2.8,0,0,14.2,12.8,0,0,0,0,0,0,0
2024-04-07,Sunday,Sem1_Teaching,TRUE,Katogo (Offal+Matoke),56,54,2,3.6,"3,500","189,000","94,080","3,360","94,920",0,0,0,19.6,0,0,0,8.4,2.8,0,0,0,0,0
2024-04-07,Sunday,Sem1_Teaching,TRUE,Chips & Eggs,62,50,12,19.4,"4,500","225,000","117,180","22,680","107,820",0,0,5,0,0,0,0,0,0,21.7,93,0,0,0
2024-04-07,Sunday,Sem1_Teaching,TRUE,Rolex,121,109,12,9.9,"2,500","272,500","114,950","11,400","157,550",0,0,0,0,0,0,0,0,0,0,121,14.5,6.1,4.8
2024-04-08,Monday,Sem1_Teaching,FALSE,Posho & Beans,344,318,26,7.6,"3,000","954,000","464,400","35,100","489,600",86,51.6,6.9,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,Monday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,304,293,11,3.6,"4,000","1,172,000","608,000","22,000","564,000",0,0,9.1,121.6,30.4,0,0,0,0,0,0,0,0,0
2024-04-08,Monday,Sem1_Teaching,FALSE,Rice & Chicken,217,174,43,19.8,"6,000","1,044,000","716,100","141,900","327,900",0,0,8.7,0,0,43.4,39.1,0,0,0,0,0,0,0
2024-04-08,Monday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),197,186,11,5.6,"3,500","651,000","330,960","18,480","320,040",0,0,0,68.9,0,0,0,29.5,9.9,0,0,0,0,0
2024-04-08,Monday,Sem1_Teaching,FALSE,Chips & Eggs,184,177,7,3.8,"4,500","796,500","347,760","13,230","448,740",0,0,14.7,0,0,0,0,0,0,64.4,276,0,0,0
2024-04-08,Monday,Sem1_Teaching,FALSE,Rolex,429,379,50,11.7,"2,500","947,500","407,550","47,500","539,950",0,0,0,0,0,0,0,0,0,0,429,51.5,21.5,17.2
2024-04-09,Tuesday,Sem1_Teaching,FALSE,Posho & Beans,356,306,50,14.0,"3,000","918,000","480,600","67,500","437,400",89,53.4,7.1,0,0,0,0,0,0,0,0,0,0,0
2024-04-09,Tuesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,255,215,40,15.7,"4,000","860,000","510,000","80,000","350,000",0,0,7.6,102,25.5,0,0,0,0,0,0,0,0,0
2024-04-09,Tuesday,Sem1_Teaching,FALSE,Rice & Chicken,233,181,52,22.3,"6,000","1,086,000","768,900","171,600","317,100",0,0,9.3,0,0,46.6,41.9,0,0,0,0,0,0,0
2024-04-09,Tuesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),174,149,25,14.4,"3,500","521,500","292,320","42,000","229,180",0,0,0,60.9,0,0,0,26.1,8.7,0,0,0,0,0
2024-04-09,Tuesday,Sem1_Teaching,FALSE,Chips & Eggs,201,193,8,4.0,"4,500","868,500","379,890","15,120","488,610",0,0,16.1,0,0,0,0,0,0,70.3,302,0,0,0
2024-04-09,Tuesday,Sem1_Teaching,FALSE,Rolex,387,328,59,15.2,"2,500","820,000","367,650","56,050","452,350",0,0,0,0,0,0,0,0,0,0,387,46.4,19.4,15.5
2024-04-10,Wednesday,Sem1_Teaching,FALSE,Posho & Beans,366,318,48,13.1,"3,000","954,000","494,100","64,800","459,900",91.5,54.9,7.3,0,0,0,0,0,0,0,0,0,0,0
2024-04-10,Wednesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,264,229,35,13.3,"4,000","916,000","528,000","70,000","388,000",0,0,7.9,105.6,26.4,0,0,0,0,0,0,0,0,0
2024-04-10,Wednesday,Sem1_Teaching,FALSE,Rice & Chicken,204,166,38,18.6,"6,000","996,000","673,200","125,400","322,800",0,0,8.2,0,0,40.8,36.7,0,0,0,0,0,0,0
2024-04-10,Wednesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),179,154,25,14.0,"3,500","539,000","300,720","42,000","238,280",0,0,0,62.6,0,0,0,26.8,9,0,0,0,0,0
2024-04-10,Wednesday,Sem1_Teaching,FALSE,Chips & Eggs,216,184,32,14.8,"4,500","828,000","408,240","60,480","419,760",0,0,17.3,0,0,0,0,0,0,75.6,324,0,0,0
2024-04-10,Wednesday,Sem1_Teaching,FALSE,Rolex,406,368,38,9.4,"2,500","920,000","385,700","36,100","534,300",0,0,0,0,0,0,0,0,0,0,406,48.7,20.3,16.2
2024-04-11,Thursday,Sem1_Teaching,FALSE,Posho & Beans,315,287,28,8.9,"3,000","861,000","425,250","37,800","435,750",78.8,47.2,6.3,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,Thursday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,261,253,8,3.1,"4,000","1,012,000","522,000","16,000","490,000",0,0,7.8,104.4,26.1,0,0,0,0,0,0,0,0,0
2024-04-11,Thursday,Sem1_Teaching,FALSE,Rice & Chicken,204,176,28,13.7,"6,000","1,056,000","673,200","92,400","382,800",0,0,8.2,0,0,40.8,36.7,0,0,0,0,0,0,0
2024-04-11,Thursday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),165,161,4,2.4,"3,500","563,500","277,200","6,720","286,300",0,0,0,57.7,0,0,0,24.8,8.2,0,0,0,0,0
2024-04-11,Thursday,Sem1_Teaching,FALSE,Chips & Eggs,200,179,21,10.5,"4,500","805,500","378,000","39,690","427,500",0,0,16,0,0,0,0,0,0,70,300,0,0,0
2024-04-11,Thursday,Sem1_Teaching,FALSE,Rolex,365,339,26,7.1,"2,500","847,500","346,750","24,700","500,750",0,0,0,0,0,0,0,0,0,0,365,43.8,18.2,14.6
2024-04-12,Friday,Sem1_Teaching,FALSE,Posho & Beans,280,268,12,4.3,"3,000","804,000","378,000","16,200","426,000",70,42,5.6,0,0,0,0,0,0,0,0,0,0,0
2024-04-12,Friday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,223,182,41,18.4,"4,000","728,000","446,000","82,000","282,000",0,0,6.7,89.2,22.3,0,0,0,0,0,0,0,0,0
2024-04-12,Friday,Sem1_Teaching,FALSE,Rice & Chicken,169,147,22,13.0,"6,000","882,000","557,700","72,600","324,300",0,0,6.8,0,0,33.8,30.4,0,0,0,0,0,0,0
2024-04-12,Friday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),154,122,32,20.8,"3,500","427,000","258,720","53,760","168,280",0,0,0,53.9,0,0,0,23.1,7.7,0,0,0,0,0
2024-04-12,Friday,Sem1_Teaching,FALSE,Chips & Eggs,179,155,24,13.4,"4,500","697,500","338,310","45,360","359,190",0,0,14.3,0,0,0,0,0,0,62.6,268,0,0,0
2024-04-12,Friday,Sem1_Teaching,FALSE,Rolex,341,296,45,13.2,"2,500","740,000","323,950","42,750","416,050",0,0,0,0,0,0,0,0,0,0,341,40.9,17.1,13.6
2024-04-13,Saturday,Sem1_Teaching,TRUE,Posho & Beans,102,90,12,11.8,"3,000","270,000","137,700","16,200","132,300",25.5,15.3,2,0,0,0,0,0,0,0,0,0,0,0
2024-04-13,Saturday,Sem1_Teaching,TRUE,Matooke & Groundnut Stew,78,63,15,19.2,"4,000","252,000","156,000","30,000","96,000",0,0,2.3,31.2,7.8,0,0,0,0,0,0,0,0,0
2024-04-13,Saturday,Sem1_Teaching,TRUE,Rice & Chicken,70,67,3,4.3,"6,000","402,000","231,000","9,900","171,000",0,0,2.8,0,0,14,12.6,0,0,0,0,0,0,0
2024-04-13,Saturday,Sem1_Teaching,TRUE,Katogo (Offal+Matoke),52,43,9,17.3,"3,500","150,500","87,360","15,120","63,140",0,0,0,18.2,0,0,0,7.8,2.6,0,0,0,0,0
2024-04-13,Saturday,Sem1_Teaching,TRUE,Chips & Eggs,61,52,9,14.8,"4,500","234,000","115,290","17,010","118,710",0,0,4.9,0,0,0,0,0,0,21.3,92,0,0,0
2024-04-13,Saturday,Sem1_Teaching,TRUE,Rolex,108,87,21,19.4,"2,500","217,500","102,600","19,950","114,900",0,0,0,0,0,0,0,0,0,0,108,13,5.4,4.3
2024-04-14,Sunday,Sem1_Teaching,TRUE,Posho & Beans,109,99,10,9.2,"3,000","297,000","147,150","13,500","149,850",27.2,16.3,2.2,0,0,0,0,0,0,0,0,0,0,0
2024-04-14,Sunday,Sem1_Teaching,TRUE,Matooke & Groundnut Stew,76,62,14,18.4,"4,000","248,000","152,000","28,000","96,000",0,0,2.3,30.4,7.6,0,0,0,0,0,0,0,0,0
2024-04-14,Sunday,Sem1_Teaching,TRUE,Rice & Chicken,62,56,6,9.7,"6,000","336,000","204,600","19,800","131,400",0,0,2.5,0,0,12.4,11.2,0,0,0,0,0,0,0
2024-04-14,Sunday,Sem1_Teaching,TRUE,Katogo (Offal+Matoke),48,38,10,20.8,"3,500","133,000","80,640","16,800","52,360",0,0,0,16.8,0,0,0,7.2,2.4,0,0,0,0,0
2024-04-14,Sunday,Sem1_Teaching,TRUE,Chips & Eggs,63,51,12,19.0,"4,500","229,500","119,070","22,680","110,430",0,0,5,0,0,0,0,0,0,22,94,0,0,0
2024-04-14,Sunday,Sem1_Teaching,TRUE,Rolex,123,101,22,17.9,"2,500","252,500","116,850","20,900","135,650",0,0,0,0,0,0,0,0,0,0,123,14.8,6.2,4.9
2024-04-15,Monday,Sem1_Teaching,FALSE,Posho & Beans,321,265,56,17.4,"3,000","795,000","433,350","75,600","361,650",80.2,48.1,6.4,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,Monday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,292,277,15,5.1,"4,000","1,108,000","584,000","30,000","524,000",0,0,8.8,116.8,29.2,0,0,0,0,0,0,0,0,0
2024-04-15,Monday,Sem1_Teaching,FALSE,Rice & Chicken,234,201,33,14.1,"6,000","1,206,000","772,200","108,900","433,800",0,0,9.4,0,0,46.8,42.1,0,0,0,0,0,0,0
2024-04-15,Monday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),186,152,34,18.3,"3,500","532,000","312,480","57,120","219,520",0,0,0,65.1,0,0,0,27.9,9.3,0,0,0,0,0
2024-04-15,Monday,Sem1_Teaching,FALSE,Chips & Eggs,191,183,8,4.2,"4,500","823,500","360,990","15,120","462,510",0,0,15.3,0,0,0,0,0,0,66.8,286,0,0,0
2024-04-15,Monday,Sem1_Teaching,FALSE,Rolex,361,287,74,20.5,"2,500","717,500","342,950","70,300","374,550",0,0,0,0,0,0,0,0,0,0,361,43.3,18.1,14.4
2024-04-16,Tuesday,Sem1_Teaching,FALSE,Posho & Beans,329,258,71,21.6,"3,000","774,000","444,150","95,850","329,850",82.2,49.4,6.6,0,0,0,0,0,0,0,0,0,0,0
2024-04-16,Tuesday,Sem1_Teaching,FALSE,Matooke & Groundnut Stew,262,234,28,10.7,"4,000","936,000","524,000","56,000","412,000",0,0,7.9,104.8,26.2,0,0,0,0,0,0,0,0,0
2024-04-16,Tuesday,Sem1_Teaching,FALSE,Rice & Chicken,216,207,9,4.2,"6,000","1,242,000","712,800","29,700","529,200",0,0,8.6,0,0,43.2,38.9,0,0,0,0,0,0,0
2024-04-16,Tuesday,Sem1_Teaching,FALSE,Katogo (Offal+Matoke),191,162,29,15.2,"3,500","567,000","320,880","48,720","246,120",0,0,0,66.8,0,0,0,28.6,9.6,0,0,0,0,0
